iso3,year,value
CRI,2012,502.901462
CRI,2013,499.766833
CRI,2014,538.3172
CRI,2015,534.56577
CRI,2016,544.739367
CRI,2017,567.51309
CRI,2018,576.972501
CRI,2019,587.294596
CRI,2020,584.900855
CRI,2021,620.78472
CSK,2000,
CSK,2001,
CSK,2002,
CSK,2003,
CSK,2004,
CSK,2005,
CSK,2006,
CSK,2007,
CSK,2008,
CSK,2009,
CSK,2010,
CSK,2011,
CSK,2012,
CSK,2013,
CSK,2014,
CSK,2015,
CSK,2016,
CSK,2017,
CSK,2018,
CSK,2019,
CSK,2020,
CSK,2021,
CUB,2000,1
CUB,2001,1
CUB,2002,1
CUB,2003,1
CUB,2004,1
CUB,2005,1
CUB,2006,1
CUB,2007,1
CUB,2008,1
CUB,2009,1
CUB,2010,1
CUB,2011,1
CUB,2012,1
CUB,2013,1
CUB,2014,1
CUB,2015,1
CUB,2016,1
CUB,2017,1
CUB,2018,1
CUB,2019,1
CUB,2020,1
CUB,2021,
CUW,2000,
CUW,2001,
CUW,2002,
CUW,2003,
CUW,2004,
CUW,2005,
CUW,2006,
CUW,2007,
CUW,2008,
CUW,2009,
CUW,2010,
CUW,2011,1.79
CUW,2012,1.79
CUW,2013,1.79
CUW,2014,1.79
CUW,2015,1.79
CUW,2016,1.79
CUW,2017,1.79
CUW,2018,1.79
CUW,2019,1.79
CUW,2020,1.79
CUW,2021,1.79
CYM,2000,0.83333
CYM,2001,0.83333
CYM,2002,0.83333
CYM,2003,0.83333
CYM,2004,0.83333
CYM,2005,0.8333
CYM,2006,0.8333
CYM,2007,0.8333
CYM,2008,0.8333
CYM,2009,0.8333
CYM,2010,0.8333
CYM,2011,0.8333
CYM,2012,0.8333
CYM,2013,0.8333
CYM,2014,0.8333
CYM,2015,0.8333
CYM,2016,0.8333
CYM,2017,0.8333
CYM,2018,0.8333
CYM,2019,0.8333
CYM,2020,0.8333
CYM,2021,0.83333
CYP,2000,1.063449
CYP,2001,1.098814
CYP,2002,1.043375
CYP,2003,0.884104
CYP,2004,0.800652
CYP,2005,0.792912
CYP,2006,0.784104
CYP,2007,0.728078
CYP,2008,0.679923
CYP,2009,0.716958
CYP,2010,0.754309
CYP,2011,0.718414
CYP,2012,0.778338
CYP,2013,0.752945
CYP,2014,0.752728
CYP,2015,0.901296
CYP,2016,0.903421
CYP,2017,0.885206
CYP,2018,0.846773
CYP,2019,0.893276
CYP,2020,0.875506
CYP,2021,0.845494
CZE,2000,38.598417
CZE,2001,38.035328
CZE,2002,32.738518
CZE,2003,28.209
CZE,2004,25.69975
CZE,2005,23.957417
CZE,2006,22.595583
CZE,2007,20.293667
CZE,2008,17.071667
CZE,2009,19.063
CZE,2010,19.09825
CZE,2011,17.695917
CZE,2012,19.5775
CZE,2013,19.570583
CZE,2014,20.7575
CZE,2015,24.59875
CZE,2016,24.439917
CZE,2017,23.376333
CZE,2018,21.729917
CZE,2019,22.93225
CZE,2020,23.21025
CZE,2021,21.678167
DDR,2000,
DDR,2001,
DDR,2002,
DDR,2003,
DDR,2004,
DDR,2005,
DDR,2006,
DDR,2007,
DDR,2008,
DDR,2009,
DDR,2010,
DDR,2011,
DDR,2012,
DDR,2013,
DDR,2014,
DDR,2015,
DDR,2016,
DDR,2017,
DDR,2018,
DDR,2019,
DDR,2020,
DDR,2021,
DEU,2000,1.082705
DEU,2001,1.116533
DEU,2002,1.057559
DEU,2003,0.884048
DEU,2004,0.803922
DEU,2005,0.8038
DEU,2006,0.796433
DEU,2007,0.729672
DEU,2008,0.679923
DEU,2009,0.716958
DEU,2010,0.754309
DEU,2011,0.718414
DEU,2012,0.778338
DEU,2013,0.752945
DEU,2014,0.752728
DEU,2015,0.901296
DEU,2016,0.903421
DEU,2017,0.885206
DEU,2018,0.846773
DEU,2019,0.893276
DEU,2020,0.875506
DEU,2021,0.845494
DFR,2000,
DFR,2001,
DFR,2002,
DFR,2003,
DFR,2004,
DFR,2005,
DFR,2006,
DFR,2007,
DFR,2008,
DFR,2009,
DFR,2010,
DFR,2011,
DFR,2012,
DFR,2013,
DFR,2014,
DFR,2015,
DFR,2016,
DFR,2017,
DFR,2018,
DFR,2019,
DFR,2020,
DFR,2021,
DJI,2000,177.721
DJI,2001,177.721
DJI,2002,177.721
DJI,2003,177.721
DJI,2004,177.721
DJI,2005,177.721
DJI,2006,177.721
DJI,2007,177.721
DJI,2008,177.721
DJI,2009,177.721
DJI,2010,177.721
DJI,2011,177.721
DJI,2012,177.721
DJI,2013,177.721
DJI,2014,177.721
DJI,2015,177.721
DJI,2016,177.721
DJI,2017,177.721
DJI,2018,177.721
DJI,2019,177.721
DJI,2020,177.721
DJI,2021,177.721
DMA,2000,2.7
DMA,2001,2.7
DMA,2002,2.7
DMA,2003,2.7
DMA,2004,2.7
DMA,2005,2.7
DMA,2006,2.7
DMA,2007,2.7
DMA,2008,2.7
DMA,2009,2.7
DMA,2010,2.7
DMA,2011,2.7
DMA,2012,2.7
DMA,2013,2.7
DMA,2014,2.7
DMA,2015,2.7
DMA,2016,2.7
DMA,2017,2.7
DMA,2018,2.7
DMA,2019,2.7
DMA,2020,2.7
DMA,2021,2.7
DNK,2000,8.083144
DNK,2001,8.322817
DNK,2002,7.894714
DNK,2003,6.587673
DNK,2004,5.991057
DNK,2005,5.99691
DNK,2006,5.946778
DNK,2007,5.443701
DNK,2008,5.098131
DNK,2009,5.360867
DNK,2010,5.624075
DNK,2011,5.368712
DNK,2012,5.792476
DNK,2013,5.616312
DNK,2014,5.612467
DNK,2015,6.727907
DNK,2016,6.731718
DNK,2017,6.602893
DNK,2018,6.314619
DNK,2019,6.669447
DNK,2020,6.542152
DNK,2021,6.287113
DOM,2000,16.1815
DOM,2001,16.691
DOM,2002,17.593
DOM,2003,29.37
DOM,2004,41.9303
DOM,2005,30.2828
DOM,2006,33.3
DOM,2007,33.1719
DOM,2008,34.5294
DOM,2009,35.9719
DOM,2010,36.8213
DOM,2011,38.0876
DOM,2012,39.3203
DOM,2013,41.7945
DOM,2014,43.5497
DOM,2015,45.0455
DOM,2016,46.0644
DOM,2017,47.5344
DOM,2018,49.51
DOM,2019,51.2949
DOM,2020,56.5245
DOM,2021,57.2211166666667
DZA,2000,75.2598
DZA,2001,77.215
DZA,2002,79.6819
DZA,2003,77.395
DZA,2004,72.0606
DZA,2005,73.2763
DZA,2006,72.6466
DZA,2007,69.2924
DZA,2008,64.5828
DZA,2009,72.6474
DZA,2010,74.386
DZA,2011,72.9379
DZA,2012,77.536
DZA,2013,79.3684
DZA,2014,80.579
DZA,2015,100.6914
DZA,2016,109.4431
DZA,2017,110.973
DZA,2018,116.5938
DZA,2019,119.3536
DZA,2020,126.7768
DZA,2021,135.064058333333
ECU,2000,0.9995
ECU,2001,1
ECU,2002,1
ECU,2003,1
ECU,2004,1
ECU,2005,1
ECU,2006,1
ECU,2007,1
ECU,2008,1
ECU,2009,1
ECU,2010,1
ECU,2011,1
ECU,2012,1
ECU,2013,1
ECU,2014,1
ECU,2015,1
ECU,2016,1
ECU,2017,1
ECU,2018,1
ECU,2019,1
ECU,2020,1
ECU,2021,1
EGY,2000,3.4065
EGY,2001,3.71
EGY,2002,4.45
EGY,2003,5.2
EGY,2004,6.16
EGY,2005,6.01
EGY,2006,5.75
EGY,2007,5.71
EGY,2008,5.5
EGY,2009,5.51
EGY,2010,5.51
EGY,2011,5.81
EGY,2012,6
EGY,2013,6.45
EGY,2014,6.97
EGY,2015,7.42
EGY,2016,8.15
EGY,2017,14.72
EGY,2018,17.77
EGY,2019,17.56
EGY,2020,16.03
EGY,2021,15.6445272777113
ERI,2000,9.625
ERI,2001,11.3095
ERI,2002,13.9582
ERI,2003,13.8779
ERI,2004,13.7875
ERI,2005,15.3679
ERI,2006,15.375
ERI,2007,15.375
ERI,2008,15.375
ERI,2009,15.375
ERI,2010,15.375
ERI,2011,15.375
ERI,2012,15.375
ERI,2013,15.375
ERI,2014,15.375
ERI,2015,15.375
ERI,2016,15.35
ERI,2017,15.075
ERI,2018,15.075
ERI,2019,15.075
ERI,2020,15.075
ERI,2021,15.075
ESP,2000,1.082705
ESP,2001,1.116533
ESP,2002,1.057559
ESP,2003,0.884048
ESP,2004,0.803922
ESP,2005,0.8038
ESP,2006,0.796433
ESP,2007,0.729672
ESP,2008,0.679923
ESP,2009,0.716958
ESP,2010,0.754309
ESP,2011,0.718414
ESP,2012,0.778338
ESP,2013,0.752945
ESP,2014,0.752728
ESP,2015,0.901296
ESP,2016,0.903421
ESP,2017,0.885206
ESP,2018,0.846773
ESP,2019,0.893276
ESP,2020,0.875506
ESP,2021,0.845494
EST,2000,1.084494
EST,2001,1.117052
EST,2002,1.061687
EST,2003,0.885586
EST,2004,0.805003
EST,2005,0.804251
EST,2006,0.79669
EST,2007,0.730756
EST,2008,0.683499
EST,2009,0.719481
EST,2010,0.754595
EST,2011,0.718414
EST,2012,0.778338
EST,2013,0.752945
EST,2014,0.752728
EST,2015,0.901296
EST,2016,0.903421
EST,2017,0.885206
EST,2018,0.846773
EST,2019,0.893276
EST,2020,0.875506
EST,2021,0.845494
ETH,2000,8.1481
ETH,2001,8.3278
ETH,2002,8.5427
ETH,2003,8.5805
ETH,2004,8.6195
ETH,2005,8.6516
ETH,2006,8.6809
ETH,2007,8.794
ETH,2008,9.244
ETH,2009,10.419
ETH,2010,12.891
ETH,2011,16.12
ETH,2012,17.255
ETH,2013,18.1942
ETH,2014,19.0752
ETH,2015,20.0956
ETH,2016,21.1059
ETH,2017,22.4137
ETH,2018,26.1082
ETH,2019,28.0542
ETH,2020,31.3469951924
ETH,2021,
EUI,2000,1.082705
EUI,2001,1.116533
EUI,2002,1.057559
EUI,2003,0.884048
EUI,2004,0.803922
EUI,2005,0.8038
EUI,2006,0.796433
EUI,2007,0.729672
EUI,2008,0.679923
EUI,2009,0.716958
EUI,2010,0.754309
EUI,2011,0.718414
EUI,2012,0.778338
EUI,2013,0.752945
EUI,2014,0.752728
EUI,2015,0.901296
EUI,2016,0.903421
EUI,2017,0.885206
EUI,2018,0.846773
EUI,2019,0.893276
EUI,2020,0.875506
EUI,2021,0.845494
FIN,2000,1.082705
FIN,2001,1.116533
FIN,2002,1.057559
FIN,2003,0.884048
FIN,2004,0.803922
FIN,2005,0.8038
FIN,2006,0.796433
FIN,2007,0.729672
FIN,2008,0.679923
FIN,2009,0.716958
FIN,2010,0.754309
FIN,2011,0.718414
FIN,2012,0.778338
FIN,2013,0.752945
FIN,2014,0.752728
FIN,2015,0.901296
FIN,2016,0.903421
FIN,2017,0.885206
FIN,2018,0.846773
FIN,2019,0.893276
FIN,2020,0.875506
FIN,2021,0.845494
FJI,2000,2.1286
FJI,2001,2.2766
FJI,2002,2.1869
FJI,2003,1.8958
FJI,2004,1.733
FJI,2005,1.691
FJI,2006,1.7312
FJI,2007,1.6103
FJI,2008,1.5937
FJI,2009,1.9557
FJI,2010,1.9183
FJI,2011,1.7932
FJI,2012,1.7899
FJI,2013,1.8414
FJI,2014,1.8874
FJI,2015,2.0976
FJI,2016,2.0947
FJI,2017,2.0669
FJI,2018,2.0874
FJI,2019,2.1604
FJI,2020,2.1688
FJI,2021,2.07063333333333
FLK,2000,
FLK,2001,
FLK,2002,
FLK,2003,
FLK,2004,
FLK,2005,
FLK,2006,
FLK,2007,
FLK,2008,
FLK,2009,
FLK,2010,
FLK,2011,
FLK,2012,
FLK,2013,
FLK,2014,
FLK,2015,
FLK,2016,
FLK,2017,
FLK,2018,
FLK,2019,
FLK,2020,
FLK,2021,
FRA,2000,1.082705
FRA,2001,1.116533
FRA,2002,1.057559
FRA,2003,0.884048
FRA,2004,0.803922
FRA,2005,0.8038
FRA,2006,0.796433
FRA,2007,0.729672
FRA,2008,0.679923
FRA,2009,0.716958
FRA,2010,0.754309
FRA,2011,0.718414
FRA,2012,0.778338
FRA,2013,0.752945
FRA,2014,0.752728
FRA,2015,0.901296
FRA,2016,0.903421
FRA,2017,0.885206
FRA,2018,0.846773
FRA,2019,0.893276
FRA,2020,0.875506
FRA,2021,0.845494
FRO,2000,8.0831
FRO,2001,8.3228
FRO,2002,7.8947
FRO,2003,6.5877
FRO,2004,5.9911
FRO,2005,5.9969
FRO,2006,5.9468
FRO,2007,5.4437
FRO,2008,5.0981
FRO,2009,5.3609
FRO,2010,5.6241
FRO,2011,5.3687
FRO,2012,5.7925
FRO,2013,5.6163
FRO,2014,5.6125
FRO,2015,6.7279
FRO,2016,6.7317
FRO,2017,6.6029
FRO,2018,6.3146
FRO,2019,6.6694
FRO,2020,
FRO,2021,
FSM,2000,1
FSM,2001,1
FSM,2002,1
FSM,2003,1
FSM,2004,1
FSM,2005,1
FSM,2006,1
FSM,2007,1
FSM,2008,1
FSM,2009,1
FSM,2010,1
FSM,2011,1
FSM,2012,1
FSM,2013,1
FSM,2014,1
FSM,2015,1
FSM,2016,1
FSM,2017,1
FSM,2018,1
FSM,2019,1
FSM,2020,1
FSM,2021,1
GAB,2000,710.208
GAB,2001,732.3977
GAB,2002,693.7132
GAB,2003,579.8974
GAB,2004,527.338
GAB,2005,527.2584
GAB,2006,522.4256
GAB,2007,478.6337
GAB,2008,446
GAB,2009,470.2934
GAB,2010,494.7943
GAB,2011,471.2486
GAB,2012,510.5563
GAB,2013,493.8996
GAB,2014,493.7573
GAB,2015,591.2117
GAB,2016,592.6056
GAB,2017,580.6567
GAB,2018,555.4465
GAB,2019,585.911
GAB,2020,575.586
GAB,2021,554.530675033104
GBR,2000,0.660931
GBR,2001,0.694655
GBR,2002,0.667223
GBR,2003,0.612472
GBR,2004,0.54618
GBR,2005,0.549998
GBR,2006,0.543487
GBR,2007,0.499772
GBR,2008,0.543966
GBR,2009,0.641919
GBR,2010,0.647179
GBR,2011,0.624141
GBR,2012,0.633047
GBR,2013,0.639661
GBR,2014,0.60773
GBR,2015,0.654545
GBR,2016,0.740634
GBR,2017,0.776977
GBR,2018,0.749532
GBR,2019,0.783445
GBR,2020,0.78
GBR,2021,0.727065
GEO,2000,1.976167
GEO,2001,2.073017
GEO,2002,2.195675
GEO,2003,2.14565
GEO,2004,1.91665
GEO,2005,1.812675
GEO,2006,1.780433
GEO,2007,1.670492
GEO,2008,1.490792
GEO,2009,1.670487
GEO,2010,1.782342
GEO,2011,1.686495
GEO,2012,1.651258
GEO,2013,1.66335
GEO,2014,1.765667
GEO,2015,2.269342
GEO,2016,2.366725
GEO,2017,2.509542
GEO,2018,2.534111
GEO,2019,2.818145
GEO,2020,3.109017
GEO,2021,3.221558
GGY,2000,0.660930833333333
GGY,2001,0.694655
GGY,2002,0.667223333333333
GGY,2003,0.6124725
GGY,2004,0.54618
GGY,2005,0.549998333333333
GGY,2006,0.543486666666667
GGY,2007,0.499771666666667
GGY,2008,0.54396625
GGY,2009,0.641919263495996
GGY,2010,0.647179345560165
GGY,2011,0.624140835740495
GGY,2012,0.633046988857327
GGY,2013,0.639660577613477
GGY,2014,0.607729626878255
GGY,2015,0.654545478931426
GGY,2016,0.740634463697084
GGY,2017,0.776976682344123
GGY,2018,0.749531540259847
GGY,2019,0.783445110011929
GGY,2020,0.779999576697153
GGY,2021,0.727064944688322
GHA,2000,0.5449
GHA,2001,0.7163
GHA,2002,0.7924
GHA,2003,0.8668
GHA,2004,0.8995
GHA,2005,0.9052
GHA,2006,0.9151
GHA,2007,0.9326
GHA,2008,1.0523
GHA,2009,1.405
GHA,2010,1.43
GHA,2011,1.5206
GHA,2012,1.8249
GHA,2013,1.9814
GHA,2014,2.8966
GHA,2015,3.7146
GHA,2016,3.9098
GHA,2017,4.3505
GHA,2018,4.5853
GHA,2019,5.2174
GHA,2020,5.5957
GHA,2021,
GIB,2000,0.660930833333333
GIB,2001,0.694655
GIB,2002,0.667223333333333
GIB,2003,0.6124725
GIB,2004,0.54618
GIB,2005,0.549998333333333
GIB,2006,0.543486666666667
GIB,2007,0.499771666666667
GIB,2008,0.54396625
GIB,2009,0.641919263495996
GIB,2010,0.647179345560165
GIB,2011,0.624140835740495
GIB,2012,0.633046988857327
GIB,2013,0.639660577613477
GIB,2014,0.607729626878255
GIB,2015,0.654545478931426
GIB,2016,0.740634463697084
GIB,2017,0.776976682344123
GIB,2018,0.749531540259847
GIB,2019,0.783445110011929
GIB,2020,0.779999576697153
GIB,2021,0.727064944688322
GIN,2000,1746.8699
GIN,2001,1950.5583
GIN,2002,1975.8438
GIN,2003,1984.9313
GIN,2004,2243.9313
GIN,2005,3644.3333
GIN,2006,5148.75
GIN,2007,4197.752
GIN,2008,4601.691
GIN,2009,4801.0832
GIN,2010,5726.071
GIN,2011,6658.0313
GIN,2012,6985.829
GIN,2013,6907.8781
GIN,2014,7014.1188
GIN,2015,7485.5167
GIN,2016,8967.9271
GIN,2017,9088.3195
GIN,2018,9011.1342
GIN,2019,9183.8759
GIN,2020,9565.0982
GIN,2021,
GLP,2000,
GLP,2001,
GLP,2002,
GLP,2003,
GLP,2004,
GLP,2005,
GLP,2006,
GLP,2007,
GLP,2008,
GLP,2009,
GLP,2010,
GLP,2011,
GLP,2012,
GLP,2013,
GLP,2014,
GLP,2015,
GLP,2016,
GLP,2017,
GLP,2018,
GLP,2019,
GLP,2020,
GLP,2021,
GMB,2000,12.7876
GMB,2001,15.6872
GMB,2002,19.9178
GMB,2003,28.5305
GMB,2004,30.0301
GMB,2005,28.5754
GMB,2006,28.0657
GMB,2007,24.8734
GMB,2008,22.1924
GMB,2009,26.6444
GMB,2010,28.012
GMB,2011,29.4615
GMB,2012,32.0771
GMB,2013,35.9576
GMB,2014,41.733
GMB,2015,42.5062
GMB,2016,43.3725
GMB,2017,46.6089
GMB,2018,48.1518
GMB,2019,50.0625
GMB,2020,51.5017
GMB,2021,51.4844438783833
GNB,2000,710.208
GNB,2001,732.3977
GNB,2002,693.7132
GNB,2003,579.8974
GNB,2004,527.338
GNB,2005,527.2584
GNB,2006,522.4256
GNB,2007,478.6337
GNB,2008,446
GNB,2009,470.2934
GNB,2010,494.7943
GNB,2011,471.2486
GNB,2012,510.5563
GNB,2013,493.8996
GNB,2014,493.7573
GNB,2015,591.2117
GNB,2016,592.6056
GNB,2017,580.6567
GNB,2018,555.4465
GNB,2019,585.911
GNB,2020,575.586
GNB,2021,554.530675033104
GNQ,2000,711.9763
GNQ,2001,733.0385
GNQ,2002,696.9882
GNQ,2003,581.2003
GNQ,2004,528.2848
GNQ,2005,527.4681
GNQ,2006,522.8901
GNQ,2007,479.2668
GNQ,2008,447.8053
GNQ,2009,472.1863
GNQ,2010,494.7942622229
GNQ,2011,471.2486257189
GNQ,2012,510.5563384543
GNQ,2013,493.8996238522
GNQ,2014,493.7573298753
GNQ,2015,591.2116979826
GNQ,2016,592.605615063
GNQ,2017,580.6567495879
GNQ,2018,555.4464583982
GNQ,2019,585.9110131804
GNQ,2020,575.5860045109
GNQ,2021,554.530675033104
GRC,2000,1.072336
GRC,2001,1.116533
GRC,2002,1.057559
GRC,2003,0.884048
GRC,2004,0.803922
GRC,2005,0.8038
GRC,2006,0.796433
GRC,2007,0.729672
GRC,2008,0.679923
GRC,2009,0.716958
GRC,2010,0.754309
GRC,2011,0.718414
GRC,2012,0.778338
GRC,2013,0.752945
GRC,2014,0.752728
GRC,2015,0.901296
GRC,2016,0.903421
GRC,2017,0.885206
GRC,2018,0.846773
GRC,2019,0.893276
GRC,2020,0.875506
GRC,2021,0.845494
GRD,2000,2.7
GRD,2001,2.7
GRD,2002,2.7
GRD,2003,2.7
GRD,2004,2.7
GRD,2005,2.7
GRD,2006,2.7
GRD,2007,2.7
GRD,2008,2.7
GRD,2009,2.7
GRD,2010,2.7
GRD,2011,2.7
GRD,2012,2.7
GRD,2013,2.7
GRD,2014,2.7
GRD,2015,2.7
GRD,2016,2.7
GRD,2017,2.7
GRD,2018,2.7
GRD,2019,2.7
GRD,2020,2.7
GRD,2021,2.7
GRL,2000,8.0831
GRL,2001,8.3228
GRL,2002,7.8947
GRL,2003,6.5877
GRL,2004,5.9911
GRL,2005,5.9969
GRL,2006,5.9468
GRL,2007,5.4437
GRL,2008,5.0981
GRL,2009,5.3609
GRL,2010,5.6241
GRL,2011,5.3687
GRL,2012,5.7925
GRL,2013,5.6163
GRL,2014,5.6125
GRL,2015,6.7279
GRL,2016,6.7317
GRL,2017,6.6029
GRL,2018,6.3146
GRL,2019,6.6694
GRL,2020,
GRL,2021,
GTM,2000,7.7632
GTM,2001,7.8586
GTM,2002,7.8217
GTM,2003,7.9409
GTM,2004,7.9465
GTM,2005,7.6339
GTM,2006,7.6026
GTM,2007,7.6733
GTM,2008,7.56
GTM,2009,8.1616
GTM,2010,8.0578
GTM,2011,7.7854
GTM,2012,7.8336
GTM,2013,7.8568
GTM,2014,7.7322
GTM,2015,7.6548
GTM,2016,7.5999
GTM,2017,7.3479
GTM,2018,7.5192
GTM,2019,7.6967
GTM,2020,7.72165
GTM,2021,7.73438833333333
GUF,2000,
GUF,2001,
GUF,2002,
GUF,2003,
GUF,2004,
GUF,2005,
GUF,2006,
GUF,2007,
GUF,2008,
GUF,2009,
GUF,2010,
GUF,2011,
GUF,2012,
GUF,2013,
GUF,2014,
GUF,2015,
GUF,2016,
GUF,2017,
GUF,2018,
GUF,2019,
GUF,2020,
GUF,2021,
GUM,2000,
GUM,2001,
GUM,2002,1
GUM,2003,1
GUM,2004,1
GUM,2005,1
GUM,2006,1
GUM,2007,1
GUM,2008,1
GUM,2009,1
GUM,2010,1
GUM,2011,1
GUM,2012,1
GUM,2013,1
GUM,2014,1
GUM,2015,1
GUM,2016,1
GUM,2017,1
GUM,2018,1
GUM,2019,1
GUM,2020,1
GUM,2021,
GUY,2000,182.43
GUY,2001,187.3208
GUY,2002,190.665
GUY,2003,193.8783
GUY,2004,198.3075
GUY,2005,199.875
GUY,2006,200.1883
GUY,2007,202.3467
GUY,2008,203.6333
GUY,2009,203.95
GUY,2010,203.6358
GUY,2011,204.0175
GUY,2012,204.3583
GUY,2013,205.3942
GUY,2014,206.4492
GUY,2015,206.5
GUY,2016,206.5
GUY,2017,206.5
GUY,2018,207.7167
GUY,2019,208.5
GUY,2020,208.5
GUY,2021,208.5
HKG,2000,7.791167
HKG,2001,7.79875
HKG,2002,7.798917
HKG,2003,7.78675
HKG,2004,7.788
HKG,2005,7.777333
HKG,2006,7.767833
HKG,2007,7.801417
HKG,2008,7.786833
HKG,2009,7.75175
HKG,2010,7.769167
HKG,2011,7.784
HKG,2012,7.756417
HKG,2013,7.756
HKG,2014,7.754083
HKG,2015,7.75175
HKG,2016,7.76225
HKG,2017,7.79325
HKG,2018,7.8385
HKG,2019,7.835917
HKG,2020,7.75725
HKG,2021,7.77325
HND,2000,15.0136259608
HND,2001,15.6513314521
HND,2002,16.6125301336
HND,2003,17.5445842224
HND,2004,18.4113509826
HND,2005,18.997824865
HND,2006,19.0272305911
HND,2007,19.0271025863
HND,2008,19.0302746921
HND,2009,19.0272789654
HND,2010,19.0268706557
HND,2011,19.0485514154
HND,2012,19.6379303216
HND,2013,20.4950928884
HND,2014,21.1347492774
HND,2015,22.098796749
HND,2016,22.9948797945
HND,2017,23.6514979196
HND,2018,24.0700562237
HND,2019,24.6801041954
HND,2020,24.7539458265
HND,2021,24.0166553242681
HRV,2000,8.277666
HRV,2001,8.341541
HRV,2002,7.871683
HRV,2003,6.704969
HRV,2004,6.034341
HRV,2005,5.949237
HRV,2006,5.837793
HRV,2007,5.364536
HRV,2008,4.93504
HRV,2009,5.283946
HRV,2010,5.498011
HRV,2011,5.34387
HRV,2012,5.850292
HRV,2013,5.70488
HRV,2014,5.748165
HRV,2015,6.858304
HRV,2016,6.80599
HRV,2017,6.623831
HRV,2018,6.279025
HRV,2019,6.622545
HRV,2020,6.614056
HRV,2021,6.360083
HTI,2000,19.6214
HTI,2001,23.8291
HTI,2002,27.0803
HTI,2003,40.4546
HTI,2004,39.6829
HTI,2005,38.984
HTI,2006,41.4486
HTI,2007,37.3998
HTI,2008,38.2666
HTI,2009,40.6825
HTI,2010,40.3096
HTI,2011,40.2901
HTI,2012,41.5782
HTI,2013,43.1253
